id_nspn,date_homework,event,apq_01_good_job,apq_02_threaten_punish,apq_03_fails_note,apq_04_games,apq_05_talk_out_punish,apq_06_ask_school,apq_07_stays_out,apq_08_homework,apq_09_compliment,apq_10_praise,apq_11_out_friends,apq_12_punish_early,apq_13_spank,apq_14_slap,apq_15_hit,apq_positive,apq_inconsistent,apq_poorsup,apq_involve,apq_punish,apq_alabama_parentin_v_14
44032,16/06/2015,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Sometimes,Often,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Never,Never,Never,12,7,7,11,3,Complete
44032,25/08/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44040,15/02/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Sometimes,Often,Never,Almost never,Often,Often,Almost never,Never,Almost never,Never,Never,12,6,4,9,4,Complete
44149,22/02/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Almost never,Almost never,Often,Often,Almost never,Sometimes,Never,Never,Never,11,8,8,9,3,Complete
44180,12/02/2014,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Often,Often,Never,Almost never,Sometimes,Never,Never,12,4,3,9,5,Complete
44206,17/02/2014,Home Questionnaire Pack 1,Often,Sometimes,Almost never,Sometimes,Sometimes,Never,Almost never,Often,Always,Always,Almost never,Sometimes,Never,Never,Never,14,9,6,8,3,Complete
44214,06/03/2014,Home Questionnaire Pack 1,Almost never,Sometimes,Often,Often,Almost never,Almost never,Almost never,Never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,7,8,9,7,4,Complete
44214,02/05/2015,Home Questionnaire Pack 2,Almost never,Never,Often,Often,Never,Almost never,.a,.a,Almost never,.a,.a,.a,.a,.a,.a,,,,,,Complete
44255,03/03/2014,Home Questionnaire Pack 1,Often,Never,Often,Often,Never,Often,Often,Often,Often,Often,Sometimes,Sometimes,Never,Never,Never,12,5,11,12,3,Complete
44255,19/01/2016,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Never,Often,Almost never,Often,Always,Always,Almost never,Sometimes,Never,Never,Never,14,5,7,12,3,Complete
44313,20/02/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,Almost never,Never,Sometimes,Almost never,Almost never,Often,Never,Never,Never,8,10,6,8,3,Complete
44313,14/02/2015,Home Questionnaire Pack 2,Often,Almost never,Almost never,Sometimes,Almost never,Sometimes,Almost never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,7,7,7,3,Complete
44313,24/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44339,25/02/2014,Home Questionnaire Pack 1,Often,Sometimes,Often,Almost never,Sometimes,Often,Never,Almost never,Often,Often,Sometimes,Never,Never,Never,Never,12,7,8,8,3,Complete
44420,08/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Always,Almost never,Often,Sometimes,Always,Never,Often,Sometimes,Often,Sometimes,Never,Never,Never,10,9,14,6,3,Complete
44420,24/06/2015,Home Questionnaire Pack 2,Often,Never,Often,Almost never,Never,Always,Always,Almost never,Always,Always,Sometimes,Never,Never,Never,Never,14,3,12,9,3,Complete
44420,10/09/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44438,20/02/2014,Home Questionnaire Pack 1,Sometimes,Often,Sometimes,Often,Sometimes,Often,Almost never,Often,Often,Often,Sometimes,Sometimes,Almost never,Almost never,Never,11,10,8,12,5,Complete
44438,18/06/2015,Home Questionnaire Pack 2,Often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Always,Always,Always,Almost never,Almost never,Never,Never,Never,14,7,7,11,3,Complete
44438,29/05/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44446,20/02/2014,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Never,Never,Never,Never,Never,13,3,3,9,3,Complete
44446,05/02/2015,Home Questionnaire Pack 2,Always,Never,Almost never,Often,Never,Often,Never,Always,Always,Always,Never,Sometimes,Never,Never,Never,15,5,4,13,3,Complete
44446,11/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44453,20/02/2014,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Almost never,Never,Sometimes,.a,Never,Often,Never,Sometimes,.a,Never,Never,Never,9,,,6,3,Complete
44453,30/01/2015,Home Questionnaire Pack 2,Sometimes,Never,Often,Sometimes,Never,Sometimes,.a,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,7,3,,7,3,Complete
44453,11/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44461,20/02/2014,Home Questionnaire Pack 1,Sometimes,Often,Sometimes,Almost never,Sometimes,Always,Almost never,Never,Sometimes,Almost never,Sometimes,Almost never,Often,Often,Almost never,8,9,8,8,10,Complete
44461,05/10/2015,Home Questionnaire Pack 2,Sometimes,Often,Often,Never,Sometimes,.a,Often,.a,Often,Never,Often,Sometimes,Never,Never,Never,8,10,12,,3,Complete
44461,08/10/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44479,13/03/2014,Home Questionnaire Pack 1,Always,Never,Almost never,Often,Almost never,Always,Never,Often,Always,Always,Never,Almost never,Never,Never,Never,15,5,4,13,3,Complete
44479,28/03/2015,Home Questionnaire Pack 2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,,,,,,Complete
44487,28/02/2014,Home Questionnaire Pack 1,Always,Never,Never,Often,Almost never,Always,Never,Almost never,Always,Always,Never,Never,Never,Never,Never,15,4,3,11,3,Complete
44487,25/04/2015,Home Questionnaire Pack 2,Always,Never,Sometimes,Always,Never,Always,Never,Often,Always,Always,Never,Never,Never,Never,Never,15,3,5,14,3,Complete
44487,09/04/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44495,03/03/2014,Home Questionnaire Pack 1,Never,Sometimes,Never,Never,Never,Never,Never,Never,Almost never,Never,Never,Never,Sometimes,Sometimes,.a,4,5,3,3,,Complete
44495,09/02/2015,Home Questionnaire Pack 2,Almost never,Sometimes,Never,Almost never,Almost never,Never,Never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Sometimes,Sometimes,6,7,4,5,8,Complete
44495,12/03/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44503,25/02/2014,Home Questionnaire Pack 1,Always,Never,Always,Sometimes,Never,Never,Always,Never,Always,Always,.a,Never,Never,Never,Never,15,3,,5,3,Complete
44503,14/04/2015,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Often,10,11,11,11,11,Complete
44511,03/03/2014,Home Questionnaire Pack 1,Always,Never,Almost never,Almost never,Never,Often,Sometimes,Never,Always,Sometimes,Often,Never,Never,Never,Never,13,3,9,7,3,Complete
44511,05/02/2015,Home Questionnaire Pack 2,Always,Sometimes,Almost never,Almost never,Never,Often,Sometimes,Never,Always,Always,Sometimes,Never,Almost never,Never,Never,15,5,8,7,4,Complete
44511,08/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44537,03/03/2014,Home Questionnaire Pack 1,Sometimes,Never,Often,Often,Never,Sometimes,Never,Never,Often,Sometimes,Often,Never,Never,Never,Never,10,3,9,8,3,Complete
44537,14/03/2015,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Almost never,Often,Always,Often,Always,Often,Sometimes,Almost never,Never,Never,Never,13,5,11,12,3,Complete
44545,03/03/2014,Home Questionnaire Pack 1,Often,Sometimes,Always,Sometimes,Sometimes,Sometimes,Often,Never,Always,Often,Often,Sometimes,Never,Never,Never,13,9,13,7,3,Complete
44545,05/02/2015,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Often,Never,Often,Often,Often,Sometimes,Never,Never,Never,12,8,11,8,3,Complete
44560,06/03/2014,Home Questionnaire Pack 1,Often,Never,Almost never,Sometimes,Never,Always,Never,Often,Always,Always,Never,Never,Never,Never,Never,14,3,4,12,3,Complete
44560,12/02/2015,Home Questionnaire Pack 2,Always,Never,Almost never,Often,Never,Always,Almost never,Often,Always,Always,Never,Sometimes,Never,Never,Never,15,5,5,13,3,Complete
44560,16/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44578,10/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Never,Often,Almost never,Almost never,Always,Often,Almost never,Sometimes,Never,Never,Never,13,6,5,10,3,Complete
44594,04/03/2014,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Never,Often,Never,Never,Often,Often,Almost never,Never,Never,Never,Never,13,3,4,8,3,Complete
44602,05/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Never,Almost never,Sometimes,Sometimes,Never,Almost never,Sometimes,Often,Always,Never,Never,Never,8,9,9,5,3,Complete
44602,25/02/2015,Home Questionnaire Pack 2,Sometimes,Almost never,Almost never,Almost never,Never,Often,Often,Never,Sometimes,Almost never,Often,Often,Never,Never,Never,8,7,10,7,3,Complete
44602,03/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44610,03/03/2014,Home Questionnaire Pack 1,Often,Never,Almost never,Sometimes,Never,Always,Never,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,12,3,6,9,3,Complete
44610,02/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
44628,03/03/2014,Home Questionnaire Pack 1,Often,Almost never,Almost never,Sometimes,Almost never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Often,Never,Never,Never,10,8,6,7,3,Complete
44644,07/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Almost never,Sometimes,Never,Never,Never,12,8,6,11,3,Complete
44644,15/02/2015,Home Questionnaire Pack 2,Always,Almost never,Always,Often,Sometimes,Always,Sometimes,Often,Always,Always,Almost never,Sometimes,Never,Never,Never,15,8,10,13,3,Complete
44644,08/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44693,03/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Almost never,Often,Never,Almost never,Often,Often,Often,Almost never,Never,Never,Never,12,6,6,9,3,Complete
44693,28/02/2015,Home Questionnaire Pack 2,Always,Never,Never,Sometimes,Almost never,Always,Never,Never,Always,Always,Never,Sometimes,Never,Never,Never,15,6,3,9,3,Complete
44693,01/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44719,13/03/2014,Home Questionnaire Pack 1,Always,Almost never,Almost never,Often,Never,Always,Never,Never,Always,Always,Never,Never,Never,Never,Never,15,4,4,10,3,Complete
44719,13/04/2015,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Never,Always,Almost never,Sometimes,Always,Always,Never,Almost never,Never,Never,Never,14,4,6,12,3,Complete
44719,30/03/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44735,03/03/2014,Home Questionnaire Pack 1,Often,Almost never,Almost never,Almost never,Sometimes,Often,Sometimes,Never,Often,Sometimes,Almost never,Almost never,Almost never,Almost never,Never,11,7,7,7,5,Complete
44743,04/03/2014,Home Questionnaire Pack 1,Often,Often,Often,Often,Always,Always,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,11,12,10,10,7,Complete
44776,03/03/2014,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Always,Almost never,Never,Always,Almost never,Often,Never,Never,Never,Never,11,3,7,9,3,Complete
44776,09/02/2015,Home Questionnaire Pack 2,Always,Never,Almost never,Often,Never,Always,Almost never,Often,Always,Always,Never,Sometimes,Never,Never,Never,15,5,5,13,3,Complete
44776,01/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44784,08/03/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Almost never,Never,Sometimes,Never,Never,Often,Never,Always,Often,Never,Never,Never,8,8,9,6,3,Complete
44792,04/03/2014,Home Questionnaire Pack 1,Always,Almost never,Never,Often,Almost never,Always,Almost never,Sometimes,Always,Sometimes,Never,Sometimes,Almost never,Never,Never,13,7,4,12,4,Complete
44792,25/03/2015,Home Questionnaire Pack 2,Always,Never,Never,Often,Never,Always,Almost never,Sometimes,Always,Always,Never,Never,Never,Never,Never,15,3,4,12,3,Complete
44792,02/07/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44818,10/03/2014,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Sometimes,Never,Often,Never,Almost never,Often,Sometimes,Almost never,Never,Never,Never,Never,10,3,5,9,3,Complete
44818,14/03/2015,Home Questionnaire Pack 2,Never,Never,Never,Almost never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,3,3,5,6,3,Complete
44818,27/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44826,12/03/2014,Home Questionnaire Pack 1,Often,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Often,Often,Never,Always,Sometimes,Never,Never,12,9,3,11,5,Complete
44826,11/06/2015,Home Questionnaire Pack 2,Often,Often,Never,Almost never,Sometimes,Often,Almost never,Never,.a,Sometimes,Sometimes,Often,Sometimes,Never,Never,,11,6,7,5,Complete
44834,03/03/2014,Home Questionnaire Pack 1,Never,Never,Never,Never,Never,Never,Almost never,Never,Never,Never,Never,Never,Never,Almost never,Never,3,3,4,3,4,Complete
44834,26/02/2015,Home Questionnaire Pack 2,Never,Never,Never,Never,Never,Never,Almost never,Never,Never,Never,Often,Never,Almost never,Sometimes,Never,3,3,7,3,6,Complete
44834,04/08/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44859,03/03/2014,Home Questionnaire Pack 1,Often,Never,Never,Almost never,Always,Always,Never,Never,Often,Always,Often,Never,Never,Never,Never,13,7,6,8,3,Complete
44859,07/02/2015,Home Questionnaire Pack 2,Often,Never,Never,Never,Always,Often,Never,Never,Always,Always,Always,Always,Never,Never,Never,14,11,7,6,3,Complete
44859,23/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44891,06/03/2014,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Never,Never,Sometimes,.a,.a,Sometimes,.a,.a,.a,Never,Never,Never,,,,,3,Complete
44909,17/03/2014,Home Questionnaire Pack 1,Almost never,Almost never,Almost never,Sometimes,Almost never,Often,Often,Never,Sometimes,Sometimes,Often,Almost never,Never,Never,Never,8,6,10,8,3,Complete
44909,22/03/2015,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Never,12,7,10,11,3,Complete
44917,06/03/2014,Home Questionnaire Pack 1,Often,Often,Never,Almost never,Almost never,Often,Never,Sometimes,Always,Always,Never,Always,Never,Never,Never,14,11,3,9,3,Complete
44917,19/02/2015,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Often,Often,Never,Never,Never,Never,Never,11,3,3,9,3,Complete
44917,02/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
44941,07/04/2014,Home Questionnaire Pack 1,Sometimes,Often,Never,Never,Never,Often,Sometimes,Never,Almost never,Sometimes,Almost never,Almost never,Never,Never,Never,8,7,6,6,3,Complete
44941,04/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
45013,05/03/2014,Home Questionnaire Pack 1,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Often,Often,Never,Almost never,Never,Never,Never,12,7,8,9,3,Complete
45013,12/02/2015,Home Questionnaire Pack 2,Often,Sometimes,Almost never,Sometimes,Often,Often,Almost never,Almost never,Often,Always,Never,Almost never,Never,Never,Never,13,9,5,9,3,Complete
45013,28/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45021,11/04/2014,Home Questionnaire Pack 1,Never,Always,Never,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,5,10,6,8,9,Complete
45021,15/03/2015,Home Questionnaire Pack 2,Sometimes,Often,Almost never,Sometimes,.a,Sometimes,Sometimes,Often,Sometimes,Never,Never,Never,Never,Sometimes,Never,7,,6,10,5,Complete
45021,27/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45047,24/09/2014,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Often,Never,Almost never,Almost never,Almost never,9,3,10,3,6,Complete
45070,14/04/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Almost never,Never,Never,9,9,5,9,4,Complete
45138,31/03/2014,Home Questionnaire Pack 1,Always,Never,Always,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,13,7,13,13,3,Complete
45146,18/04/2014,Home Questionnaire Pack 1,Often,Almost never,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Never,12,7,7,10,7,Complete
45146,04/06/2015,Home Questionnaire Pack 2,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,9,8,8,10,8,Complete
45146,08/07/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45161,09/03/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Sometimes,Never,Often,Often,Sometimes,Never,Almost never,Almost never,Never,11,7,7,8,5,Complete
45161,17/12/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
45187,07/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Almost never,Often,Often,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Never,10,7,8,8,6,Complete
45187,31/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
45195,07/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Almost never,Often,Almost never,Almost never,Almost never,12,9,6,11,6,Complete
45203,13/03/2014,Home Questionnaire Pack 1,Almost never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Often,Never,Never,Never,4,10,9,5,3,Complete
45252,17/03/2014,Home Questionnaire Pack 1,Sometimes,Never,Often,Sometimes,Almost never,Sometimes,Often,Never,Always,Often,Almost never,Always,Never,Never,Never,12,8,10,7,3,Complete
45278,27/03/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Often,Almost never,Never,Sometimes,Never,Never,Never,9,8,8,9,3,Complete
45278,14/12/2015,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Often,Almost never,Sometimes,Sometimes,Almost never,Often,Always,Never,Sometimes,Sometimes,Sometimes,Almost never,12,7,5,9,8,Complete
45302,03/05/2014,Home Questionnaire Pack 1,Never,Almost never,Never,Sometimes,Never,Almost never,Almost never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Never,5,6,8,8,3,Complete
45328,10/03/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Almost never,Sometimes,Often,Almost never,Sometimes,Often,Never,Never,Often,Almost never,Almost never,Almost never,8,10,4,9,6,Complete
45351,13/03/2014,Home Questionnaire Pack 1,Almost never,Sometimes,Never,Almost never,Never,Almost never,Never,Never,Almost never,Sometimes,Often,Almost never,Never,Never,Never,7,6,6,5,3,Complete
45351,06/03/2015,Home Questionnaire Pack 2,Almost never,Sometimes,Never,Almost never,Almost never,Sometimes,Never,Almost never,Almost never,Almost never,Sometimes,Almost never,Never,Never,Never,6,7,5,7,3,Complete
45351,23/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45369,18/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Almost never,Often,Almost never,Never,Often,Always,Almost never,Almost never,Never,Never,Never,12,6,5,8,3,Complete
45369,02/04/2016,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Almost never,Almost never,Often,Almost never,Almost never,Often,Sometimes,Almost never,Almost never,Never,Never,Never,10,6,5,8,3,Complete
45369,23/01/2017,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45385,16/03/2014,Home Questionnaire Pack 1,Often,Almost never,Almost never,Almost never,Sometimes,Often,Never,Never,Often,Sometimes,Almost never,Often,Never,Never,Never,11,9,5,7,3,Complete
45419,07/04/2014,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Almost never,Never,Never,Never,9,6,8,9,3,Complete
45443,15/03/2014,Home Questionnaire Pack 1,Sometimes,Never,Never,Almost never,Never,Sometimes,Never,Never,Almost never,Never,Almost never,Never,Sometimes,Never,Often,6,3,4,6,8,Complete
45443,15/06/2015,Home Questionnaire Pack 2,Often,Sometimes,Never,Almost never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,10,6,8,6,9,Complete
45450,13/03/2014,Home Questionnaire Pack 1,Never,Almost never,Almost never,Almost never,Never,Never,Often,Never,Never,Never,Often,Almost never,Never,Never,Never,3,5,10,4,3,Complete
45450,08/03/2015,Home Questionnaire Pack 2,Sometimes,Almost never,Often,Often,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Often,Never,Never,Never,9,9,10,8,3,Complete
45450,07/11/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45468,24/03/2014,Home Questionnaire Pack 1,Often,Sometimes,Always,Almost never,Sometimes,Often,Sometimes,Never,Often,Never,Often,Never,Often,Often,Almost never,9,7,12,7,10,Complete
45468,03/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
45476,13/03/2014,Home Questionnaire Pack 1,Almost never,Almost never,Almost never,Sometimes,Almost never,Sometimes,Almost never,Almost never,Often,Sometimes,Sometimes,Almost never,Never,Almost never,Never,9,6,7,8,4,Complete
45476,20/02/2015,Home Questionnaire Pack 2,Sometimes,Almost never,Almost never,Sometimes,Almost never,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Never,Never,Almost never,Never,9,5,7,8,4,Complete
45476,02/08/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45484,13/03/2014,Home Questionnaire Pack 1,Sometimes,Often,Almost never,Almost never,Often,Always,Never,Never,Always,Always,Sometimes,Often,Never,Never,Never,13,12,6,8,3,Complete
45500,18/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Always,Always,Never,Sometimes,Almost never,Never,Never,14,8,5,10,4,Complete
45500,08/03/2015,Home Questionnaire Pack 2,Often,Never,Never,Often,Sometimes,Always,Almost never,Often,Always,Always,Never,Often,Never,Never,Never,14,8,4,13,3,Complete
45500,28/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45518,16/04/2014,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Almost never,Sometimes,Never,Never,Never,15,7,6,13,3,Complete
45518,21/03/2015,Home Questionnaire Pack 2,Always,Never,Never,Often,Never,Always,Never,Always,Always,Always,Never,Sometimes,Never,Never,Never,15,5,3,14,3,Complete
45518,03/03/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45526,17/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Almost never,Always,Never,Often,Often,Often,Sometimes,Almost never,Never,Never,Never,12,6,5,13,3,Complete
45526,08/03/2015,Home Questionnaire Pack 2,Always,Never,Never,Often,Almost never,Often,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Almost never,Almost never,Almost never,14,5,7,10,6,Complete
45526,14/04/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45534,18/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Sometimes,Never,Almost never,Almost never,Almost never,Almost never,Sometimes,Sometimes,Almost never,Never,Never,Never,8,5,7,7,3,Complete
45534,22/03/2015,Home Questionnaire Pack 2,Almost never,Never,Almost never,Almost never,Almost never,Sometimes,Almost never,Never,Almost never,Almost never,Sometimes,Almost never,Never,Never,Never,6,5,7,6,3,Complete
45534,13/05/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45542,22/04/2014,Home Questionnaire Pack 1,Often,Never,Always,Almost never,Never,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Never,Sometimes,Never,Never,13,3,10,7,5,Complete
45559,26/03/2014,Home Questionnaire Pack 1,Often,Almost never,Often,Often,Almost never,Often,Sometimes,Almost never,Often,Often,Never,Always,Never,Never,Never,12,9,8,10,3,Complete
45559,21/04/2015,Home Questionnaire Pack 2,Always,Never,Never,Often,Almost never,Often,Sometimes,Almost never,Always,Always,Never,Sometimes,Never,Never,Never,15,6,5,10,3,Complete
45567,20/03/2014,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Sometimes,Never,Always,Almost never,Always,Always,Always,Never,Never,Almost never,Sometimes,Never,14,5,6,13,6,Complete
45583,17/03/2014,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Sometimes,Always,Almost never,Almost never,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,11,8,6,10,3,Complete
45583,22/02/2015,Home Questionnaire Pack 2,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Often,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Never,Never,Never,11,9,8,9,3,Complete
45591,17/03/2014,Home Questionnaire Pack 1,Often,Often,Sometimes,Sometimes,Often,Often,Almost never,Never,Sometimes,Often,Sometimes,Often,Never,Almost never,Never,11,12,8,8,4,Complete
45591,09/03/2015,Home Questionnaire Pack 2,Sometimes,Often,Almost never,Sometimes,Sometimes,Always,Often,Almost never,Sometimes,Sometimes,Often,Sometimes,Almost never,Almost never,Never,9,10,10,10,5,Complete
45591,27/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45609,28/03/2014,Home Questionnaire Pack 1,Sometimes,Almost never,Almost never,Sometimes,Always,Often,Sometimes,Sometimes,Often,Often,Never,Often,Never,Almost never,Almost never,11,11,6,10,5,Complete
45609,17/03/2015,Home Questionnaire Pack 2,Often,Almost never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Often,Sometimes,Sometimes,Never,Never,Never,13,10,7,9,3,Complete
45609,28/02/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
45617,19/03/2014,Home Questionnaire Pack 1,Almost never,Almost never,Often,Never,Almost never,Almost never,Sometimes,Never,Always,Always,Almost never,Often,Never,Never,Never,12,8,9,4,3,Complete
45617,14/08/2015,Home Questionnaire Pack 2,Often,Never,Always,Never,Never,Never,Never,Never,Always,Always,Never,Never,Never,Never,Never,14,3,7,3,3,Complete
